"y"	"x.1"	"x.2"
"53"	0.818011215456727	0.424321609782055	0.12410857205532
"54"	0.450841124382568	0.352988625876606	-1.27400893527066
"55"	0.985424007838112	0.72818049415946	0.183530208921405
"56"	0.623872568744614	0.655302542960271	-0.463289449151846
"57"	0.468126845384334	0.295936157694086	-0.931730508592109
"58"	0.875434912845384	0.794973413692787	1.18662468636258
"59"	0.793554843545016	0.320002307649702	0.706907241540493
"60"	0.466752745324252	0.0563520817086101	-0.93966884065705
"61"	0.875692450341713	0.621093039168045	0.463339561311799
"62"	0.519305198888244	0.100751800928265	-0.360745200061816
"63"	0.890523467134987	0.813570992555469	-0.372264524580439
"64"	0.80365439735165	0.219872147077695	0.288737532869606
"65"	0.778213996365658	0.705270667327568	-0.972268324461259
"66"	0.610391606913079	0.974678293801844	-2.23444198600929
"67"	0.469357024271814	0.150445149512962	0.00183484066102543
"68"	0.875959705285091	0.704291318310425	1.63760002519533
"69"	0.782856432816731	0.698042383184657	-0.601335354698337
"70"	0.679967605260973	0.239433239912614	-0.121862986889993
"71"	0.477587822254856	0.144861459033564	-1.19361416539031
"72"	0.798768624373333	0.265296616591513	-0.410118093411253
"73"	0.924787238096607	0.896435503615066	0.410647377918933
"74"	0.685959686641658	0.572286137612537	-1.41513386841862
"75"	0.921664512453788	0.990102113923058	0.620537880400345
"76"	0.404879411512222	0.124001657124609	-1.52744813372448
"77"	0.824803735231024	0.353808478452265	0.394370603203307
"78"	0.878054369657607	0.717199815902859	-0.596095515854597
"79"	0.830193234493072	0.586787139298394	-0.549219666924736
"80"	0.80576145404491	0.148063378641382	0.470143588007925
"81"	0.604852186211849	0.381148620741442	-0.626928609775275
"82"	0.747758814282565	0.675043084425852	-0.26480358446731
"83"	0.917067655493445	0.696086332434788	0.215131211622802
"84"	0.443917391866435	0.15594130102545	-0.942455271537394
"85"	0.880911702934239	0.731538711581379	-0.13124576892561
"86"	0.844404696839215	0.65133103216067	-0.638088185827777
"87"	0.957015737891819	0.513088929932564	1.12740144906191
"88"	0.57903205492812	0.352102570235729	-0.801825004068469
"89"	0.835295524549826	0.982760014478117	-0.753764568689493
"90"	0.907600617860568	0.880991799756885	-0.690549037936051
"91"	0.721767088225283	0.0191705455072224	0.563712162663725
"92"	0.939501070282249	0.250678763259202	1.54248683430301
"93"	0.847458573261638	0.795303799211979	0.474132160518886
"94"	0.901480805070309	0.437178467400372	0.383979564297718
"95"	0.978401548317335	0.64059380767867	2.07264798485934
"96"	0.785959808232541	0.192254391266033	0.00128047980462568
"97"	0.779123619697257	0.280383847886696	0.457183046703612
"98"	0.861649433935424	0.43388955318369	-0.2127484958334
"99"	0.702294380943734	0.575065379263833	-0.917027535460444
"100"	0.907531149777756	0.98305854271166	-0.443112943647306
