Iter  Part  GoF  Model_Output  
12  14   2.0076763E+01   2.0076763E+01  
12  15   2.0076763E+01   2.0076763E+01  
12  16   2.0076763E+01   2.0076763E+01  
12  17   2.0076763E+01   2.0076763E+01  
12  18   2.0076763E+01   2.0076763E+01  
12  19   2.0076763E+01   2.0076763E+01  
12  20   2.0076763E+01   2.0076763E+01  
12  21   2.0076763E+01   2.0076763E+01  
12  22   2.0076763E+01   2.0076763E+01  
12  23   2.0076763E+01   2.0076763E+01  
12  24   2.0076763E+01   2.0076763E+01  
12  25   2.0076763E+01   2.0076763E+01  
12  26   2.0076763E+01   2.0076763E+01  
12  27   2.0076763E+01   2.0076763E+01  
12  28   2.0076763E+01   2.0076763E+01  
12  29   2.0076763E+01   2.0076763E+01  
12  30   2.0076763E+01   2.0076763E+01  
12  31   2.0076763E+01   2.0076763E+01  
12  32   2.0076763E+01   2.0076763E+01  
12  33   2.0076763E+01   2.0076763E+01  
12  34   2.0076763E+01   2.0076763E+01  
12  35   2.0076763E+01   2.0076763E+01  
12  36   2.0076763E+01   2.0076763E+01  
12  37   2.0076763E+01   2.0076763E+01  
12  38   2.0076763E+01   2.0076763E+01  
12  39   2.0076763E+01   2.0076763E+01  
12  40   2.0076763E+01   2.0076763E+01  
13  1   2.0441210E+01   2.0441210E+01  
13  2   2.0441210E+01   2.0441210E+01  
13  3   2.0441210E+01   2.0441210E+01  
13  4   2.0441210E+01   2.0441210E+01  
13  5   2.0441210E+01   2.0441210E+01  
13  6   2.0441210E+01   2.0441210E+01  
13  7   2.0441210E+01   2.0441210E+01  
13  8   2.0441210E+01   2.0441210E+01  
13  9   2.0441210E+01   2.0441210E+01  
13  10   2.0441210E+01   2.0441210E+01  
13  11   2.0441210E+01   2.0441210E+01  
13  12   2.0441210E+01   2.0441210E+01  
13  13   2.0441210E+01   2.0441210E+01  
13  14   2.0441210E+01   2.0441210E+01  
13  15   2.0441210E+01   2.0441210E+01  
13  16   2.0441210E+01   2.0441210E+01  
13  17   2.0441210E+01   2.0441210E+01  
13  18   2.0441210E+01   2.0441210E+01  
13  19   2.0441210E+01   2.0441210E+01  
13  20   2.0441210E+01   2.0441210E+01  
13  21   2.0441210E+01   2.0441210E+01  
13  22   2.0441210E+01   2.0441210E+01  
13  23   2.0441210E+01   2.0441210E+01  
13  24   2.0441210E+01   2.0441210E+01  
13  25   2.0441210E+01   2.0441210E+01  
13  26   2.0441210E+01   2.0441210E+01  
13  27   2.0441210E+01   2.0441210E+01  
13  28   2.0441210E+01   2.0441210E+01  
13  29   2.0441210E+01   2.0441210E+01  
13  30   2.0441210E+01   2.0441210E+01  
13  31   2.0441210E+01   2.0441210E+01  
13  32   2.0441210E+01   2.0441210E+01  
13  33   2.0441210E+01   2.0441210E+01  
13  34   2.0441210E+01   2.0441210E+01  
13  35   2.0441210E+01   2.0441210E+01  
13  36   2.0441210E+01   2.0441210E+01  
13  37   2.0441210E+01   2.0441210E+01  
13  38   2.0441210E+01   2.0441210E+01  
13  39   2.0441210E+01   2.0441210E+01  
13  40   2.0441210E+01   2.0441210E+01  
14  1   2.1051378E+01   2.1051378E+01  
14  2   2.1051378E+01   2.1051378E+01  
14  3   2.1051378E+01   2.1051378E+01  
14  4   2.1051378E+01   2.1051378E+01  
14  5   2.1051378E+01   2.1051378E+01  
14  6   2.1051378E+01   2.1051378E+01  
14  7   2.1051378E+01   2.1051378E+01  
14  8   2.1051378E+01   2.1051378E+01  
14  9   2.1051378E+01   2.1051378E+01  
14  10   2.1051378E+01   2.1051378E+01  
14  11   2.1051378E+01   2.1051378E+01  
14  12   2.1051378E+01   2.1051378E+01  
14  13   2.1051378E+01   2.1051378E+01  
14  14   2.1051378E+01   2.1051378E+01  
14  15   2.1051378E+01   2.1051378E+01  
14  16   2.1051378E+01   2.1051378E+01  
14  17   2.1051378E+01   2.1051378E+01  
14  18   2.1051378E+01   2.1051378E+01  
14  19   2.1051378E+01   2.1051378E+01  
14  20   2.1051378E+01   2.1051378E+01  
14  21   2.1051378E+01   2.1051378E+01  
14  22   2.1051378E+01   2.1051378E+01  
14  23   2.1051378E+01   2.1051378E+01  
14  24   2.1051378E+01   2.1051378E+01  
14  25   2.1051378E+01   2.1051378E+01  
14  26   2.1051378E+01   2.1051378E+01  
14  27   2.1051378E+01   2.1051378E+01  
14  28   2.1051378E+01   2.1051378E+01  
14  29   2.1051378E+01   2.1051378E+01  
14  30   2.1051378E+01   2.1051378E+01  
14  31   2.1051378E+01   2.1051378E+01  
14  32   2.1051378E+01   2.1051378E+01  
14  33   2.1051378E+01   2.1051378E+01  
14  34   2.1051378E+01   2.1051378E+01  
14  35   2.1051378E+01   2.1051378E+01  
14  36   2.1051378E+01   2.1051378E+01  
14  37   2.1051378E+01   2.1051378E+01  
14  38   2.1051378E+01   2.1051378E+01  
14  39   2.1051378E+01   2.1051378E+01  
14  40   2.1051378E+01   2.1051378E+01  
15  1   2.0626193E+01   2.0626193E+01  
15  2   2.0626193E+01   2.0626193E+01  
15  3   2.0626193E+01   2.0626193E+01  
15  4   2.0626193E+01   2.0626193E+01  
15  5   2.0626193E+01   2.0626193E+01  
15  6   2.0626193E+01   2.0626193E+01  
15  7   2.0626193E+01   2.0626193E+01  
15  8   2.0626193E+01   2.0626193E+01  
15  9   2.0626193E+01   2.0626193E+01  
15  10   2.0626193E+01   2.0626193E+01  
15  11   2.0626193E+01   2.0626193E+01  
15  12   2.0626193E+01   2.0626193E+01  
15  13   2.0626193E+01   2.0626193E+01  
15  14   2.0626193E+01   2.0626193E+01  
15  15   2.0626193E+01   2.0626193E+01  
15  16   2.0626193E+01   2.0626193E+01  
15  17   2.0626193E+01   2.0626193E+01  
15  18   2.0626193E+01   2.0626193E+01  
15  19   2.0626193E+01   2.0626193E+01  
15  20   2.0626193E+01   2.0626193E+01  
15  21   2.0626193E+01   2.0626193E+01  
15  22   2.0626193E+01   2.0626193E+01  
15  23   2.0626193E+01   2.0626193E+01  
15  24   2.0626193E+01   2.0626193E+01  
15  25   2.0626193E+01   2.0626193E+01  
15  26   2.0626193E+01   2.0626193E+01  
15  27   2.0626193E+01   2.0626193E+01  
15  28   2.0626193E+01   2.0626193E+01  
15  29   2.0626193E+01   2.0626193E+01  
15  30   2.0626193E+01   2.0626193E+01  
15  31   2.0626193E+01   2.0626193E+01  
15  32   2.0626193E+01   2.0626193E+01  
15  33   2.0626193E+01   2.0626193E+01  
15  34   2.0626193E+01   2.0626193E+01  
15  35   2.0626193E+01   2.0626193E+01  
15  36   2.0626193E+01   2.0626193E+01  
15  37   2.0626193E+01   2.0626193E+01  
15  38   2.0626193E+01   2.0626193E+01  
15  39   2.0626193E+01   2.0626193E+01  
15  40   2.0626193E+01   2.0626193E+01  
16  1   1.9462747E+01   1.9462747E+01  
16  2   1.9462747E+01   1.9462747E+01  
16  3   1.9462747E+01   1.9462747E+01  
16  4   1.9462747E+01   1.9462747E+01  
16  5   1.9462747E+01   1.9462747E+01  
16  6   1.9462747E+01   1.9462747E+01  
16  7   1.9462747E+01   1.9462747E+01  
